date,制造业,传统高耗能与材料行业,消费与轻工制造,装备制造,先进制造与技术相关行业,其他制造,装备与先进制造合计
2022-10-28,400274329.0,195140237.0,105330495.0,55731817.0,31217961.0,12853819.0,86949778.0
2022-10-29,393780335.0,195086904.0,103017341.0,52897937.0,30558279.0,12219874.0,83456216.0
2022-10-30,372506593.0,188961225.0,96468605.0,47573378.0,28225753.0,11277632.0,75799131.0
2022-10-31,380589824.0,189208104.0,97852011.0,51505012.0,29970364.0,12054333.0,81475376.0
2022-11-01,379502340.9,191884748.892,94920475.0412,51563723.59,29329586.161300004,11803807.2337,80893309.7513
2022-11-02,385090014.3,194680940.125,96211080.3222,52452550.472,29792179.077000003,11953264.294199998,82244729.54900001
2022-11-03,390003023.0,196511553.903,97889582.65560001,53178740.388000004,30236161.155,12186984.953900002,83414901.54300001
2022-11-04,389875406.5,196523606.66799998,97757950.40399998,53178762.858,30268095.427699998,12146991.1103,83446858.2857
2022-11-05,389000432.7,197327910.623,97052981.08919999,52644460.699,29943132.4692,12031947.8082,82587593.1682
2022-11-06,382087403.7,192796641.17900002,95752133.1962,52034959.54,29670329.502100002,11833340.3311,81705289.0421
2022-11-07,387262705.1,194819345.094,97292242.323,52967733.528,30105785.498,12077598.628399998,83073519.026
2022-11-08,390185886.7,196115319.67799997,98104711.43500002,53465224.347,30321966.509999998,12178664.7714,83787190.857
2022-11-09,402408663.2,204313447.31,99858914.17959999,54529785.02499999,31569440.9383,12137075.7477,86099225.96329999
2022-11-10,400766838.1,200737467.95999998,101071705.6609,55036738.984000005,31505480.9592,12415444.544200001,86542219.9432
2022-11-11,406439265.9,203581862.56,102530801.51720001,55797879.45,31944814.8159,12583907.5461,87742694.2659
2022-11-12,404725115.0,201756628.65,102541719.3004,55890599.353,31962014.602900002,12574153.0668,87852613.9559
2022-11-13,388356858.8,193890036.06699997,98706835.42460002,53319344.307,30194528.879199997,12246114.105,83513873.1862
2022-11-14,403688009.5,203582747.07999998,101028527.1125,55037179.066,31671631.8194,12367924.467600001,86708810.8854
2022-11-15,402516182.7,203338682.76,100558145.2244,54790573.361,31482326.4324,12346454.9427,86272899.7934
2022-11-16,397865529.6,201586832.04,99054544.3875,54025744.034,31029715.9089,12168693.2654,85055459.9429
2022-11-17,400292756.9,201497704.75,100422882.8435,54730854.077999994,31314913.2989,12326401.9343,86045767.37689999
2022-11-18,402879294.6,202672373.00000003,101159253.6905,55056589.084,31616015.3143,12375063.5024,86672604.39829999
2022-11-19,397825855.5,199974306.39,99928718.7203,54416434.919,31289422.2008,12216973.2819,85705857.1198
2022-11-20,385987613.4,194658071.314,96599479.99959998,52636664.680999994,30294511.6511,11798885.7144,82931176.33209999
2022-11-21,402926552.4,204040458.56000003,100115571.9722,54830720.985,31741936.733,12197864.138999999,86572657.718
2022-11-22,394840717.6,198495715.42000002,99135048.1908,54043004.833000004,30932165.042600002,12234784.180599999,84975169.87560001
2022-11-23,395769229.9,199737237.765,98940824.47109999,53966713.575,30917075.9757,12207378.0903,84883789.55070001
2022-11-24,389969546.4,197581892.06399998,97177586.088,52930658.25399999,30311944.7514,11967465.2851,83242603.0054
2022-11-25,380042485.2,191019298.86900002,95914633.0028,51852719.039000005,29302398.222200003,11953436.0441,81155117.26120001
2022-11-26,385710120.5,195252885.902,96218373.5486,52430750.903,29992802.478299998,11815307.6787,82423553.3813
2022-11-27,376278477.9,190984755.3,93571169.1942,50935902.918,29292006.8224,11494643.6575,80227909.7404
2022-11-28,388776896.5,197396702.055,96632190.18229999,52706531.568,30173164.8877,11868307.827599999,82879696.45570001
2022-11-29,398106790.8,201861405.891,99195151.1599,53976965.507999994,30870989.8366,12202278.4456,84847955.34459999
2022-11-30,382781585.1,194381789.33699998,95321282.78090002,51778077.014,29478503.2618,11821932.7187,81256580.27579999
2022-12-01,358845330.3,181802073.168,87225167.93599999,49639361.775000006,29036488.912800003,11142238.5272,78675850.6878
2022-12-02,363941543.8,180740331.29500002,91770954.8001,50934550.737,28923719.367,11571987.6119,79858270.104
2022-12-03,365692607.0,183388388.53599998,91981596.3005,50275213.19499999,28492446.7063,11554962.2771,78767659.9013
2022-12-04,356130910.6,184286358.80200002,87795389.95689999,46282859.493,26869292.446000002,10897009.8949,73152151.93900001
2022-12-05,379226935.0,192300890.33600003,94337709.5826,51403715.61,29240373.2175,11944246.2167,80644088.8275
2022-12-06,388075686.4,194668225.428,96136348.0356,54160133.938999996,31215755.072800003,11895223.9134,85375889.01179999
2022-12-07,388922119.5,195420071.3,96323447.1003,53848910.524000004,31377634.4982,11952056.0863,85226545.0222
2022-12-08,384087014.1,189891615.705,97360662.20689997,53849604.56199999,30359786.078700002,12625345.5208,84209390.6407
2022-12-09,381480034.9,187921816.838,97388290.29100001,53443553.88499999,30329623.787699997,12396750.1172,83773177.67269999
2022-12-10,379914165.1,190679738.10099998,95975056.4306,51447837.0,29650387.617599998,12161145.9966,81098224.6176
2022-12-11,368550108.0,189911800.542,92089367.63880001,47152513.749000005,27896394.021999996,11500032.0516,75048907.771
2022-12-12,385067078.9,192814410.526,97549781.5322,52303353.39,29971990.236100003,12427543.1601,82275343.6261
2022-12-13,389751395.6,192571289.643,99603120.4045,54246133.436000004,30534384.3957,12796467.711799998,84780517.8317
2022-12-14,390915269.9,193085245.51900002,99963902.50639999,54440746.274000004,30505152.4245,12920223.1831,84945898.6985
2022-12-15,389108342.0,193064637.329,99220308.01879998,53617060.64,30447722.0409,12758613.9353,84064782.68090001
2022-12-16,377720545.1,188003925.54799998,95671107.49440001,51778470.111,29875409.3904,12391632.5248,81653879.5014
2022-12-17,374656834.9,186809336.829,96308161.0553,50424987.817,28860140.564000003,12254208.6028,79285128.38100001
2022-12-18,362715320.1,183776173.18099996,93352370.34020002,46886136.888000004,26943140.5839,11757499.1342,73829277.4719
2022-12-19,374032667.1,183622338.82000002,97739938.1816,51276883.60599999,28697038.0203,12696468.488699999,79973921.62629999
2022-12-20,375232758.0,182696443.43699998,97393554.8956,52749202.337,29577713.2322,12815844.0722,82326915.5692
2022-12-21,371250378.2,181234511.478,95719097.07759999,52080081.525000006,29626572.7147,12590115.4573,81706654.2397
2022-12-22,363170200.7,179814882.53800002,91705389.74610001,50388469.570999995,29091187.8284,12170270.9781,79479657.3994
2022-12-23,370460166.6,186254872.99699998,92557772.23539999,50022460.85,29480851.7991,12144208.717999998,79503312.6491
2022-12-24,361019154.7,183372756.83500004,89628117.0953,47518878.209,28726022.2869,11773380.292700002,76244900.4959
2022-12-25,345030638.4,180516890.916,83625613.72380002,43014871.957,26987714.6444,10885547.1995,70002586.6014
2022-12-26,346051892.1,178215335.28000003,83803985.10800001,45141583.498,27777470.807,11113517.4196,72919054.305
2022-12-27,340997545.7,175664844.322,82219770.2693,44590884.536,27727527.974000003,10794518.635599999,72318412.51
2022-12-28,329847100.2,170112079.244,79781644.12709999,42589475.581,26907052.585899998,10456848.631000001,69496528.1669
2022-12-29,327478659.6,169655190.04900002,78181100.52980001,42157189.547,27215199.3637,10269980.1055,69372388.9107
2022-12-30,327835897.4,170637527.786,78253605.866,41670075.539,27225445.0667,10049243.1656,68895520.6057
2022-12-31,313795026.5,165621058.72,74393198.9074,38690977.486,25727256.540699996,9362534.8657,64418234.0267
2023-01-01,263978839.5,149858858.95,57353955.016,26980603.777000003,22743853.7673,7041567.9406,49724457.544300005
2023-01-02,286625495.9,152159512.649,66226561.4619,34393979.566,25499766.7473,8345675.447299999,59893746.3133
2023-01-03,300607859.8,153504571.57299998,70936492.30520001,39364291.681,27613605.1378,9188899.107900001,66977896.8188
2023-01-04,301156547.5,152424668.887,71022032.65290001,40426480.772,27969927.3745,9313437.7775,68396408.14649999
2023-01-05,298375021.1,152039990.479,69538869.77720001,39940509.824,27912187.0911,8943463.8942,67852696.91510001
2023-01-06,294766927.5,150171338.577,68316141.9119,39617948.948,27875992.9224,8785505.182500001,67493941.8704
2023-01-07,292136899.9,152360687.13500002,66134696.70339999,37759495.952999994,27431810.933000002,8450209.134,65191306.88599999
2023-01-08,279484857.5,146947240.177,63477798.5188,34941300.781,26101424.1114,8017093.9276,61042724.892400004
2023-01-09,281838847.7,147914938.467,62961834.6698,36152491.179,26860809.154400002,7948774.242199999,63013300.333399996
2023-01-10,271660840.7,141629544.861,60599606.3927,34922039.127000004,26795167.2658,7714483.0554,61717206.3928
2023-01-11,259633299.5,135609033.619,57462051.86500001,32717110.003,26419603.576899998,7425500.474699999,59136713.5799
2023-01-12,249560346.1,130861422.784,54825710.19070001,30832696.61,26110861.9634,6929654.5347,56943558.5734
2023-01-13,246412436.0,130784508.338,51907595.88209999,28564917.123999998,28544337.991100002,6611076.6409,57109255.1151
2023-01-14,232043758.3,127920888.87,47859899.1788,25555109.387000002,24841032.7951,5866828.091200001,50396142.1821
2023-01-15,215560863.8,122777625.41,42590231.0157,21760388.904799998,22836688.3354,5595930.111099999,44597077.2402
2023-01-16,201621354.0,115733599.78999999,39326167.2308,19722013.0974,21913169.2889,4926404.5637,41635182.3863
2023-01-17,191811769.9,113944179.65599999,35024041.950399995,17619229.5184,20769342.4668,4454976.2817,38388571.9852
2023-01-18,180450574.2,111017054.888,31294647.888299994,14649350.329799999,19537690.889900003,3951830.1617,34187041.2197
2023-01-19,170225501.2,109330405.381,27447820.820400003,11954551.558,17964386.6409,3528336.8141,29918938.1989
2023-01-20,161934491.7,107093174.042,24331678.4773,10183714.8759,17074002.884800002,3251921.381,27257717.760700002
2023-01-21,154640962.1,103624375.029,22719954.7402,8847168.0429,16307831.9252,3141632.3586999997,25154999.9681
2023-01-22,152591519.8,104130027.762,21278336.625100005,8213358.9273,16042624.838499999,2927171.5959000005,24255983.7658
2023-01-23,154297853.0,105116971.509,21658140.939699996,8367163.278399999,16168903.3892,2986673.856,24536066.6676
2023-01-24,158626624.8,108480479.303,22302459.252699997,8626102.550800001,16152907.5318,3064676.1483,24779010.0826
2023-01-25,166469522.2,113373939.434,23657015.933900002,9555745.7869,16557596.8319,3325224.2358,26113342.6188
2023-01-26,171818190.9,116314752.895,24893635.488900002,10733914.5506,16766896.6061,3108991.4030999998,27500811.1567
2023-01-27,179084289.9,118300101.668,27764048.991499998,12250962.647599999,17472319.2016,3296857.4299,29723281.8492
2023-01-28,191042842.6,121770690.82399999,31686142.243299995,14988636.910799999,18960043.5627,3637329.1027,33948680.4735
2023-01-29,206447842.2,126906299.297,36257651.6267,18575942.7907,20467495.014500003,4240453.4271,39043437.8052
2023-01-30,224030150.8,132558970.01600002,41545596.7075,22710534.323,22342741.382299997,4872308.4129,45053275.705299996
2023-01-31,238470721.1,135959045.55299997,47543888.0994,26031558.313,23560143.3979,5376085.7046,49591701.7109
2023-02-01,251964791.6,139336584.014,53053462.35670001,29058037.186000004,24804231.8759,5712476.1609000005,53862269.061900005
2023-02-02,271023492.3,145249986.451,62312658.511099994,31668167.582999997,25584530.634800002,6208149.095,57252698.2178
2023-02-03,280642929.0,149898316.24199998,64059655.35700001,33876038.104,26111980.061,6696939.252700001,59988018.16500001
2023-02-04,288368202.3,153947689.78599998,66969728.3603,34567722.158,25973197.904099997,6909864.058,60540920.06209999
2023-02-05,277507737.4,152318602.886,63561070.059599996,31005261.659999996,24293491.286,6329311.5018,55298752.945999995
2023-02-06,298532627.4,158263857.433,70912657.18659998,35345027.871,26742975.3641,7268109.5335,62088003.2351
2023-02-07,319234072.7,165350454.61600003,77549921.7755,40371387.706,27825548.406999998,8136760.1777,68196936.113
2023-02-08,330166190.4,168717939.753,82447703.32159999,42159145.425,28170882.333,8670519.5792,70330027.758
2023-02-09,339096573.5,170001673.886,86680692.3412,44714407.14300001,28535224.410600003,9164575.6899,73249631.55360001
2023-02-10,347967095.6,173324251.079,89422377.139,46689133.08,28903641.335699998,9627692.9865,75592774.41569999
2023-02-11,350477495.4,175239219.914,90991837.03629999,46055664.99600001,28343777.4291,9846996.044499999,74399442.4251
2023-02-12,344589414.6,173595420.19499996,90556776.77659999,44043224.776,26720799.646,9673193.1661,70764024.422
2023-02-13,361810944.6,178648836.249,94886316.8854,49080769.502000004,28631380.9855,10563640.9602,77712150.48750001
2023-02-14,370384074.2,181731498.277,97479414.25620002,51283076.805999994,28774593.4166,11115491.4165,80057670.2226
2023-02-15,375248989.2,181895985.248,99914325.0351,52947597.532,28972687.4345,11518393.938000001,81920284.9665
2023-02-16,379266595.1,182345816.053,101475652.39919999,54085369.379,29536790.324300002,11822966.952399999,83622159.7033
2023-02-17,379195496.0,181489700.122,101930035.8067,53793480.932,29988692.242,11993586.9379,83782173.174
2023-02-18,384165985.7,187910612.838,103030237.6947,52634185.029,28834393.862,11756556.315000001,81468578.891
2023-02-19,374528776.4,187006666.265,100262919.29759999,48976242.786,27140816.878399998,11142131.2179,76117059.6644
2023-02-20,385321619.4,188351018.988,102939000.3474,53382532.271,28737218.458399996,11911849.3794,82119750.7294
2023-02-21,396985659.4,193855992.68,105966789.588,55317536.135000005,29535092.6744,12310248.261,84852628.8094
2023-02-22,400984751.8,195810582.87,106939337.33199999,56069049.34900001,29590595.845399998,12575186.4118,85659645.19440001
2023-02-23,405478668.7,198184437.547,108051377.2063,56739096.230000004,29787470.237500004,12716287.4393,86526566.4675
2023-02-24,407011196.6,200212880.835,107467421.1751,56883203.285,29665936.676799998,12781754.6233,86549139.9618
2023-02-25,404094555.2,201457625.991,106759964.27649999,54597826.763,28876446.093200002,12402692.1141,83474272.8562
2023-02-26,394262097.5,200945530.813,104042748.81480001,50497475.375,27040585.8872,11735756.5782,77538061.2622
2023-02-27,405138283.4,202701922.787,106373101.19100001,54917338.447000004,28920693.5009,12225227.5151,83838031.9479
2023-02-28,408361630.2,203130109.145,107342475.11109999,56344011.899000004,29371171.0564,12173862.9971,85715182.9554
2023-03-01,392368516.0,198351953.437,100056811.1113,52416329.12799999,29457824.2839,12085598.011,81874153.41189998
2023-03-02,406534400.1,204074227.83099997,106393915.39899999,53451729.091000006,29952437.1475,12662090.6279,83404166.2385
2023-03-03,413606546.9,206186751.38,108504180.90720002,55786220.249,30098737.6054,13030656.7691,85884957.8544
2023-03-04,410353770.7,207546023.94,106581409.0459,54188343.257,29411704.9783,12626289.4735,83600048.2353
2023-03-05,395260149.6,204624069.29200003,101456788.1838,49889990.252,27635436.8628,11653864.982,77525427.11479999
2023-03-06,412265310.1,207648928.4,107322574.6564,55058715.118,29653540.3519,12581551.5967,84712255.4699
2023-03-07,417919500.1,208950572.72999996,108844470.6899,56991887.463,30246943.9736,12885625.210600002,87238831.4366
2023-03-08,417696401.0,208958514.04,107959753.37710002,57648546.60599999,30274096.9482,12855490.067400001,87922643.5542
2023-03-09,419501420.9,209472625.13,109351519.80860001,57068029.596,30505618.805200003,13103627.513600001,87573648.4012
2023-03-10,417064754.0,207436594.47000003,108941776.61549997,57188136.518,30458086.6124,13040159.7308,87646223.1304
2023-03-11,414143559.2,209390903.19,107200002.9901,55159985.404,29663737.5686,12728930.061099999,84823722.9726
2023-03-12,398574940.3,206461685.05,102049557.64479998,50529093.478,27850340.0051,11684264.057500001,78379433.4831
2023-03-13,416373151.3,211566612.64,107271773.81350002,55032479.835999995,29715187.2009,12787097.765099999,84747667.0369
2023-03-14,420034365.5,211894872.92,108462979.4186,56437103.59200001,30252989.0752,12986420.4752,86690092.6672
2023-03-15,416959291.4,211562581.88,106815887.0311,55799575.882,30009571.1696,12771675.4418,85809147.0516
2023-03-16,414657160.3,211248713.28,104894761.2993,55480591.785000004,30286246.060099997,12746847.8511,85766837.8451
2023-03-17,420039292.7,212586052.02,107395724.132,56361692.36,30705078.1151,12990746.101100001,87066770.4751
2023-03-18,418431638.5,213365657.12,107027041.5013,55410498.114999995,29919848.3548,12708593.4481,85330346.4698
2023-03-19,402258448.7,210301656.18,101516412.5564,50669690.05199999,27953170.1999,11817519.7435,78622860.25189999
2023-03-20,416213605.7,210849656.29999998,107240771.62410001,55043355.163,30281469.7653,12798352.8789,85324824.9283
2023-03-21,417926203.0,207986886.27999997,109185883.99780001,57295480.721999995,30310622.345799997,13147329.6897,87606103.06779999
2023-03-22,422936622.9,210483192.90000004,110738702.22500001,57450957.478,31031694.2955,13232076.0186,88482651.7735
2023-03-23,424153346.0,210417576.84,110932585.7198,57771083.41199999,32094899.2326,12937200.7888,89865982.64459999
2023-03-24,420011401.3,208919962.03,109996961.0339,56846727.21699999,31464716.605699997,12783034.386400001,88311443.8227
2023-03-25,409549411.1,206295047.95999998,106663179.93489999,54512931.473000005,29741686.4041,12336565.2847,84254617.8771
2023-03-26,390950533.5,200543460.32999998,101577907.39419998,49839199.47,27554564.3866,11435401.9058,77393763.8566
2023-03-27,411224735.7,205740937.17,107887926.6354,55137060.719,29971287.219,12487523.9285,85108347.938
2023-03-28,416550973.5,207677729.38,108726402.2871,56831429.391,30794886.8645,12520525.596199999,87626316.2555
2023-03-29,419826891.9,210437059.7,108506736.0589,57054871.456,31290717.184499998,12537507.5025,88345588.6405
2023-03-30,415406836.3,207001954.6,107675944.6038,57011710.705,31229633.929999996,12487592.4932,88241344.63499999
2023-03-31,407822065.8,203375995.48999998,105642826.23969999,55748660.014,30812413.466000002,12242170.5963,86561073.48
2023-04-01,396081386.5,203271647.51000002,99275565.3425,52316826.713,29849215.3781,11368131.546600001,82166042.0911
2023-04-02,395215030.4,203702340.23999998,100958553.5518,50083367.42699999,29394582.3251,11076186.838,79477949.75209999
2023-04-03,409597860.1,206496085.47000003,106535321.36369999,53784893.551,30695592.483699996,12085967.298999999,84480486.03469999
2023-04-04,404309263.8,205535485.95,103985267.42589998,52278277.642000005,30958229.3988,11552003.364099998,83236507.0408
2023-04-05,343657511.4,193622809.79,81341932.1974,34866727.632999994,25807932.288499996,8018109.5239,60674659.92149999
2023-04-06,388988134.6,201046071.22,99124899.9903,48133963.571,29909007.0422,10774192.731900001,78042970.61320001
2023-04-07,408661346.3,203692438.98,106493233.2713,55058597.54800001,31356566.9454,12060509.6033,86415164.49340001
2023-04-08,408098763.7,204219635.73999998,106713499.45099999,54438821.287999995,30691549.4699,12035257.6937,85130370.7579
2023-04-09,398691628.3,204081062.63,103490291.93730001,50651423.649000004,29150235.4269,11318614.6436,79801659.0759
2023-04-10,415902530.5,209355153.0,108000519.8197,55036684.489,31187156.1655,12323017.0266,86223840.65450001
2023-04-11,424759814.5,213024776.26000002,109760084.19249998,57073846.624,32328420.3176,12572687.126,89402266.9416
2023-04-12,424172831.3,210832301.23000002,111347158.4326,56767772.765,32585244.748200003,12640354.144000001,89353017.5132
2023-04-13,424291536.6,210981404.84,111413765.39120002,56859049.128,32374660.0641,12662657.180000002,89233709.1921
2023-04-14,426431466.7,211191882.48,112437571.8481,57366017.783999994,32778088.1065,12657906.471,90144105.8905
2023-04-15,419934326.2,210314247.37,110060235.50170001,55214817.192,32205493.4364,12139532.693,87420310.6284
2023-04-16,399610124.5,209153425.86,101527606.79839998,48561593.513,29450339.566600002,10917158.737,78011933.0796
2023-04-17,426481299.0,213150547.70999998,112112269.1742,56020879.673999995,32732741.7242,12464860.715599999,88753621.39819999
2023-04-18,432861728.1,214424260.34,114733159.91849999,57593659.974999994,33543995.122,12566652.729,91137655.097
2023-04-19,420323515.0,205136061.86,112052075.2942,57483779.433000006,33393897.541,12257700.922,90877676.974
2023-04-20,426133327.4,210687711.53,111732419.47849998,57715617.723000005,33354197.097,12643381.5558,91069814.82000001
2023-04-21,421731620.7,206608423.79000002,112481371.27669999,57286489.711,32897443.609699998,12457892.311,90183933.3207
2023-04-22,416005244.2,208028641.78,109639174.252,54605027.793,31640225.1532,12092175.2442,86245252.9462
2023-04-23,414830712.4,210782136.35999998,107782689.61549999,53288514.429,31392707.461400002,11584664.5424,84681221.89039999
2023-04-24,427735395.8,215278513.59,111211411.9062,56841335.192,32281383.4936,12122751.629,89122718.6856
2023-04-25,428730350.2,214215485.29000002,112049632.2474,58047285.50400001,32082826.791,12335120.3261,90130112.29500002
2023-04-26,422075702.7,209698212.21,111237473.6619,57250326.504,31722274.2311,12167416.1235,88972600.7351
2023-04-27,425117912.1,212076286.64999998,112165341.3843,56914903.483,31644125.3418,12317255.2048,88559028.8248
2023-04-28,428557358.0,216829355.43,111809373.61500002,55539412.366000004,32216922.7043,12162293.8999,87756335.07030001
2023-04-29,412196117.7,210623594.98000002,108550723.77849999,51112882.916,30379626.563199997,11529289.4364,81492509.4792
2023-04-30,373076350.7,200033205.75,95064185.7736,41890799.495000005,26431198.4633,9656961.2739,68321997.95830001
2023-05-01,311663104.7,190812743.409,66198220.17190001,25136483.937,23015658.1051,6499999.103399999,48152142.0421
2023-05-02,341301575.9,194653269.00199997,81991471.5195,31210224.542000003,25283238.4373,8163372.3991,56493462.97930001
2023-05-03,393005881.1,208755316.93,100058141.4,44663965.837,29015131.7662,10513325.1543,73679097.60319999
2023-05-04,424122434.9,213675701.73,110798181.57100001,54659450.76800001,32860425.421399996,12128675.474,87519876.1894
2023-05-05,434585429.1,213423675.19,115501965.78600001,58348195.398,34477687.18,12833905.540800001,92825882.57800001
2023-05-06,430514385.2,211073038.94,114553214.4,57944966.084,34371827.104,12571338.6189,92316793.188
2023-05-07,411027157.4,205650315.3,109253813.881,52991418.87099999,31811231.2718,11320378.0496,84802650.14279999
2023-05-08,415647485.4,204372428.26,110952538.493,55946928.148,32432715.8994,11942874.563,88379644.0474
2023-05-09,419210062.0,205769754.31,111699706.421,56895860.875,32566367.855,12278372.5042,89462228.73
2023-05-10,419490869.5,205769636.85999998,111499919.35999998,57302941.376,32555140.1472,12363231.743600002,89858081.5232
2023-05-11,426471630.0,210845299.51999998,112405331.04699999,57933651.605000004,32852655.9011,12434691.8794,90786307.5061
2023-05-12,428881847.3,213309855.03,112519908.32699998,57693262.26799999,33007529.8429,12351291.850399999,90700792.11089998
2023-05-13,425820111.0,213479121.08,111771834.90199998,56246868.394999996,32333359.2668,11988927.4021,88580227.6618
2023-05-14,405118084.0,208013858.29000002,104638461.856,51134000.827999994,30288395.7882,11043367.199000001,81422396.6162
2023-05-15,419428488.5,208214008.64000002,110171928.99199997,56100126.587000005,32802581.493499998,12139842.7947,88902708.0805
2023-05-16,420846869.0,207902681.35,109760273.65900001,57059119.789000005,33807359.408,12317434.7781,90866479.197
2023-05-17,430203723.9,209915994.14999998,113879671.801,59152500.051000014,34553531.232,12702026.7056,93706031.28300002
2023-05-18,441937817.8,215778627.43,116900204.74300002,60599806.980000004,35478032.116,13181146.557000002,96077839.096
2023-05-19,442219069.8,216486146.57999998,117132796.19600001,59863423.045,35566144.364,13170559.652999999,95429567.40900001
2023-05-20,429168855.7,213634648.89000002,112838023.87,56708572.508999996,33586187.0321,12401423.4108,90294759.5411
2023-05-21,418162163.6,212978909.36,108752763.67899999,52535588.423999995,32244212.556900002,11650689.5855,84779800.98089999
2023-05-22,438119045.0,214122045.29000002,116641669.237,58705462.926,35492815.566,13157051.993,94198278.492
2023-05-23,431481015.7,214678486.96,112716741.51399998,57846936.241,33797135.503,12441715.518900001,91644071.74399999
2023-05-24,427636163.9,211756489.22,112084617.05600001,57908020.414000005,33382456.273999996,12504580.9342,91290476.688
2023-05-25,435509343.3,214715269.33999997,114056467.449,59369380.541999996,34381591.609,12986634.388999999,93750972.151
2023-05-26,437113367.4,212971761.86,115828967.609,60098141.80799999,34957035.35,13257460.810999999,95055177.15799999
2023-05-27,432833675.3,211917921.88,114928462.07800001,58600833.789000005,34190640.807000004,13195816.706,92791474.59600002
2023-05-28,417281793.9,210935350.60000002,109959437.70000002,52635192.063999996,31655654.188500002,12096159.3908,84290846.2525
2023-05-29,441703174.2,214456197.83,118664190.74200001,59460153.395,35431777.169,13690855.087,94891930.56400001
2023-05-30,446004844.4,213292216.85,120364268.38499999,62052212.64299999,36137951.164000005,14158195.397,98190163.807
2023-05-31,436838052.0,207672068.89999998,118452189.165,60738899.874,35979542.2,13995351.819000002,96718442.074
2023-06-01,425321275.8,205122793.5,112125144.65700002,58845930.55,35959047.12900001,13268359.962000001,94804977.679
2023-06-02,443653122.9,211685467.65,120178828.646,60952907.912,36942700.778000005,13893217.921,97895608.69
2023-06-03,435358570.5,209844322.88,118196423.22700001,58773852.17,35180170.214999996,13363802.0073,93954022.38499999
2023-06-04,416443608.9,207506896.81,111559132.843,52964732.338,32213263.1983,12199583.7656,85177995.5363
2023-06-05,448100103.4,215233214.01,121397909.766,61071841.458000004,36333384.875999995,14063753.314,97405226.33399999
2023-06-06,455146813.4,215637184.9,123734986.733,63757686.844000004,37479412.543,14537542.366999999,101237099.387
2023-06-07,456654819.5,218496286.61999997,122107521.03400001,64024088.722,37666531.454,14360391.641999999,101690620.176
2023-06-08,453640811.0,216856423.57000002,121722170.88899998,63232381.337,37642275.17,14187560.048,100874656.507
2023-06-09,447419804.2,215293027.11,119626307.137,61822152.42300001,36893204.908,13785112.648,98715357.331
2023-06-10,427480911.6,208121877.23999998,113939120.78099999,58177416.067,34537108.778,12705388.7367,92714524.845
2023-06-11,412924028.8,205570026.5,109005221.50900002,53813196.207,32569806.1717,11965778.4591,86383002.3787
2023-06-12,443031768.2,214062369.03,118272271.60000001,60968564.24999999,36129452.099,13599111.174,97098016.34899999
2023-06-13,447776626.4,214307879.82,119705955.468,63079193.713,36734497.366000004,13949100.002,99813691.079
2023-06-14,444809077.2,215259639.64000002,117605086.016,62331574.154,36355192.265,13257585.149,98686766.419
2023-06-15,437064405.9,214027023.7,113986572.82299998,60633616.332,35625529.691999994,12791663.3792,96259146.02399999
2023-06-16,432368583.6,213465920.55000004,111249157.191,59786818.84200001,35431415.59,12435271.4078,95218234.43200001
2023-06-17,436361017.7,215159858.5,113602965.407,60117678.382,34914557.866,12565957.517,95032236.248
2023-06-18,434257164.0,218838557.71,112493115.19600001,56961742.577999994,33894574.0512,12069174.433,90856316.6292
2023-06-19,453622503.0,219320185.98,120876781.93299998,62801617.901999995,36908865.931,13715051.292000001,99710483.833
2023-06-20,463307354.6,222154367.64000002,123731235.469,65119429.926,37950415.51499999,14351906.054,103069845.44099998
2023-06-21,454461746.5,220876362.52,119860231.752,62267070.65100001,37537525.973000005,13920555.59,99804596.62400001
2023-06-22,353595251.1,191798607.91000003,86006074.1444,36652061.339999996,30442802.3239,8695705.4152,67094863.663899995
2023-06-23,395899391.5,205483244.74,102997783.483,45140767.259,31447427.8484,10830168.1521,76588195.1074
2023-06-24,431600705.3,212612719.31000003,114307727.66999999,57454844.024000004,34552572.679,12672841.604,92007416.70300001
2023-06-25,443616708.8,215003774.88,117519176.73099999,61409066.34300001,36235567.489999995,13449123.381000001,97644633.833
2023-06-26,457328349.4,219995496.96999997,122295583.04099998,63780490.353,37223059.595,14033719.452,101003549.948
2023-06-27,460965593.5,220832382.15,123089923.34799999,64358933.234,38449389.166,14234965.589,102808322.4
2023-06-28,462299948.7,221804367.06,124029098.44500001,64204974.84200001,37828424.264,14433084.146000002,102033399.106
2023-06-29,462482220.4,222680684.44,123588020.77799998,64104099.552,37826694.772,14282720.856999999,101930794.324
2023-06-30,454847554.3,221104592.88,120442071.28899999,62032515.274000004,37351899.311000004,13916475.544,99384414.58500001
2023-07-01,429139502.3,212951307.29,110877541.34689999,56875363.327,35668371.218,12766919.1209,92543734.545
2023-07-02,423423196.0,212905336.51999998,110105933.69209999,54113718.67,33986422.7301,12311784.349299999,88100141.4001
2023-07-03,449960176.9,217003570.0,119395564.51990001,62221753.04100001,37501663.294,13837626.061999999,99723416.33500001
2023-07-04,451970039.9,214927232.65,121374992.75940001,63320196.774000004,38199783.152,14147834.525999999,101519979.926
2023-07-05,454870420.0,215960136.89000002,122656180.0201,63972856.96000001,38245938.762,14035307.360000001,102218795.722
2023-07-06,460915536.7,216965772.54000002,124723557.02419998,65915742.689,38794206.202,14516258.268000001,104709948.891
