目标变量,行业,制造业分组,检验滞后阶数,best_corr_lag,best_corr,best_abs_corr,corr_n,F,p_value,test_n,df_num,df_den,backtest_n,mae_base,mae_full,mae_gain,point_improvement_share,rolling_windows,rolling_median_abs_corr,rolling_strong_share,rolling_sign_consistency,q_value,证据等级,综合排序分
结构转型比值R同比变化,17.橡胶和塑料制品业,传统高耗能与材料行业,3,1,-0.5802671518331087,0.5802671518331087,35,6.834244241875465,0.0015127369289746888,33,3,26,20,0.0262384432218808,0.01666489027583457,0.36486741477339785,0.75,18,0.6064716863589219,1.0,1.0,0.002344742239910768,较稳健前置信号候选,0.6272501776614022
结构转型比值R同比变化,12.文教、工美、体育和娱乐用品制造业,消费与轻工制造,1,1,-0.5739678052071734,0.5739678052071734,35,24.178192915709264,2.5280001208645023e-05,35,1,32,23,0.024633347290943443,0.01574608393384663,0.36078179924675746,0.7391304347826086,18,0.6026058516475623,1.0,1.0,0.0003136550510298961,较稳健前置信号候选,0.6216356817115973
结构转型比值R同比变化,11.印刷和记录媒介复制业,消费与轻工制造,3,1,-0.5716064239994373,0.5716064239994373,35,6.928886329831613,0.0014022415871365742,33,3,26,20,0.0262384432218808,0.016877562723009384,0.3567620388036275,0.75,18,0.5962012285439197,1.0,1.0,0.0022878678526965157,较稳健前置信号候选,0.6191476454109927
结构转型比值R同比变化,18.非金属矿物制品业,传统高耗能与材料行业,3,1,-0.5551146326310257,0.5551146326310257,35,5.227237844807701,0.00586863720495173,33,3,26,20,0.0262384432218808,0.017243242770462193,0.34282523453667846,0.8,18,0.5850038828846149,1.0,1.0,0.007580323056395985,较稳健前置信号候选,0.6124462183838586
结构转型比值R同比变化,22.通用设备制造业,装备制造,3,1,-0.5673028208921576,0.5673028208921576,35,5.352865602524811,0.005252905974648156,33,3,26,20,0.0262384432218808,0.01737982119524096,0.3376199552591003,0.8,18,0.598395132406524,1.0,1.0,0.006880566980877162,较稳健前置信号候选,0.6072759269100565
结构转型比值R同比变化,23.专用设备制造业,装备制造,1,1,-0.580789648546692,0.580789648546692,35,24.432947447280075,2.3452799457653484e-05,35,1,32,23,0.024633347290943443,0.01629434658852179,0.3385248705314004,0.7391304347826086,18,0.5804017932797518,1.0,1.0,0.0003136550510298961,较稳健前置信号候选,0.5993787529962402
结构转型比值R同比变化,10.造纸和纸制品业,消费与轻工制造,3,1,-0.6225437272031149,0.6225437272031149,35,7.542914628418264,0.0008658445409488411,33,3,26,20,0.0262384432218808,0.017355231539133067,0.3385571166562135,0.7,18,0.6691231485756283,1.0,1.0,0.0017505117893096137,较稳健前置信号候选,0.593469591066748
结构转型比值R同比变化,9.家具制造业,消费与轻工制造,1,1,-0.5765926054095313,0.5765926054095313,35,22.014685356539363,4.853894673151611e-05,35,1,32,23,0.024633347290943443,0.01631287868283507,0.3377725531912356,0.6956521739130435,18,0.6072594687150773,1.0,1.0,0.00041037473145736345,较稳健前置信号候选,0.5920998605416192
结构转型比值R同比变化,31.金属制品、机械和设备修理业,其他制造,3,1,-0.5378802249252745,0.5378802249252745,35,4.9061620556515635,0.007821543416257811,33,3,26,20,0.0262384432218808,0.017462474696133174,0.3344698636094826,0.7,18,0.5532297472320433,1.0,1.0,0.009501166797368194,较稳健前置信号候选,0.5889948052696141
结构转型比值R同比变化,2.食品制造业,消费与轻工制造,3,1,-0.5216281280525852,0.5216281280525852,35,5.414470896541919,0.0049765762314271525,33,3,26,20,0.0262384432218808,0.01787344683390845,0.31880688641605837,0.75,18,0.5456023036755675,1.0,1.0,0.0066117369931817885,较稳健前置信号候选,0.5809762995663993
结构转型比值R同比变化,6.纺织服装、服饰业,消费与轻工制造,1,1,-0.5658177277024367,0.5658177277024367,35,19.230255366835557,0.00011735075187340051,35,1,32,23,0.024633347290943443,0.017333367134143747,0.29634544061673523,0.782608695652174,18,0.5957793041869306,1.0,1.0,0.0005136803644891352,较稳健前置信号候选,0.5637110609463369
结构转型比值R同比变化,25.铁路、船舶、航空航天和其他运输设备制造业,装备制造,3,1,-0.46188736896541244,0.46188736896541244,35,5.038434980399876,0.00694374785093603,33,3,26,20,0.0262384432218808,0.01844082194138382,0.2971830765475588,0.7,18,0.5018316148756437,1.0,1.0,0.008777140917843136,较稳健前置信号候选,0.5517442195016666
结构转型比值R同比变化,26.电气机械和器材制造业,装备制造,1,1,-0.5258912980406869,0.5258912980406869,35,18.938901912223233,0.00012909941291771616,35,1,32,23,0.024633347290943443,0.017628892482923632,0.28434847791047174,0.782608695652174,18,0.5415329646643416,1.0,1.0,0.0005220106696238088,较稳健前置信号候选,0.5517136817248167
结构转型比值R同比变化,8.木材加工和木、竹、藤、棕、草制品业,消费与轻工制造,3,1,-0.5567327910415192,0.5567327910415192,35,4.899813113436138,0.007866557455885494,33,3,26,20,0.0262384432218808,0.01872070882665678,0.28651602275529897,0.75,18,0.5801758781335813,1.0,1.0,0.009501166797368194,较稳健前置信号候选,0.5485409644154305
结构转型比值R同比变化,7.皮革、毛皮、羽毛及其制品和制鞋业,消费与轻工制造,3,1,-0.5560928279183778,0.5560928279183778,35,5.031993071804144,0.006983961590541851,33,3,26,20,0.0262384432218808,0.01879381839664316,0.28372966956474793,0.75,18,0.5938413297654141,1.0,1.0,0.008777140917843136,较稳健前置信号候选,0.5457908125188558
结构转型比值R同比变化,27.计算机、通信和其他电子设备制造业,先进制造与技术相关行业,3,1,-0.5134145706676106,0.5134145706676106,35,5.948093292417505,0.003142866787977645,33,3,26,20,0.0262384432218808,0.019163095159327938,0.26965578722492867,0.8,18,0.5176933903811225,1.0,1.0,0.00436248673555106,较稳健前置信号候选,0.5394376628881511
结构转型比值R同比变化,5.纺织业,消费与轻工制造,1,1,-0.5701137094297162,0.5701137094297162,35,18.615607122576723,0.0001436199102630292,35,1,32,23,0.024633347290943443,0.018113812628473617,0.2646629621816261,0.7391304347826086,18,0.5902494414981676,1.0,1.0,0.0005332916352107941,较稳健前置信号候选,0.5255058628172569
结构转型比值R同比变化,16.化学纤维制造业,传统高耗能与材料行业,1,1,-0.5920872237065917,0.5920872237065917,35,16.65733936534825,0.0002785243566058981,35,1,32,23,0.024633347290943443,0.01907907324386535,0.2254778443821212,0.6521739130434783,18,0.6432266491182412,1.0,1.0,0.0007195212545652368,较稳健前置信号候选,0.4732679552759147
结构转型比值R同比变化,15.医药制造业,先进制造与技术相关行业,3,3,0.4081134772800225,0.4081134772800225,33,4.123727344775998,0.016145854199026144,33,3,26,20,0.0262384432218808,0.020720124376234682,0.2103142628921015,0.75,16,0.3769961239253149,0.9375,1.0,0.018091137837463026,较稳健前置信号候选,0.4656597060002283
结构转型比值R同比变化,19.黑色金属冶炼和压延加工业,传统高耗能与材料行业,1,1,-0.4819107142002842,0.4819107142002842,35,9.206285368309603,0.0047595938307118885,35,1,32,23,0.024633347290943443,0.02090211353852326,0.15147083781796827,0.8260869565217391,18,0.5949007732914442,1.0,1.0,0.006415104728350806,较稳健前置信号候选,0.42506312605981156
结构转型比值R同比变化,3.酒、饮料及精制茶制造业,消费与轻工制造,1,1,-0.6071381528544352,0.6071381528544352,35,21.250259363875998,6.153896885251572e-05,35,1,32,23,0.024633347290943443,0.01947711915523267,0.20931902087080473,0.5652173913043478,18,0.7306719468051224,0.7222222222222222,1.0,0.0004755024053796653,较稳健前置信号候选,0.4163000766684102
结构转型比值R同比变化,4.烟草制品业,消费与轻工制造,1,1,-0.43182394306391403,0.43182394306391403,35,10.622999117037695,0.0026496267486054883,35,1,32,23,0.024633347290943443,0.02073474813713779,0.15826509924775786,0.6086956521739131,18,0.4975616511737243,0.8888888888888888,1.0,0.0037910044249278526,较稳健前置信号候选,0.3882687857414873
