is_public_holiday,mae,rmse,mape,smape,n
0,26362568.223869015,32615894.565641683,0.031760451850920704,0.03162911901773664,2700
1,48462054.29125912,64272078.743581966,0.052168516891991194,0.05442372592381182,330
