cause,effect,lag_weeks,f_stat,p_value,n,q_value_fdr,pass_fdr_05,window_start,window_end
居民生活,非普工业,1,8.56084481749474,0.004242461887374871,104,0.02950439403492524,True,2023-01-01,2024-12-31
商业用电,非普工业,1,10.308808480607043,0.0017758553329485505,104,0.015526049482350184,True,2023-01-01,2024-12-31
农业,非普工业,1,13.953496023946641,0.0003104485849018124,104,0.005588074528232623,True,2023-01-01,2024-12-31
制造业,非普工业,2,3.389892049363647,0.03771205914003439,103,0.1498687025565003,False,2023-01-01,2024-12-31
工业,非普工业,2,3.2208668241878895,0.04418228509201583,103,0.16362409837751296,False,2023-01-01,2024-12-31
交通仓储和邮政业,非普工业,1,14.39727341166754,0.0002524901745097896,104,0.005150799559999708,True,2023-01-01,2024-12-31
信息传输,非普工业,1,15.227095428495735,0.000172080670247432,104,0.004688663962370221,True,2023-01-01,2024-12-31
批发和零售业,非普工业,1,9.30239856263309,0.0029228695207645927,104,0.022933283932152958,True,2023-01-01,2024-12-31
住宿和餐饮业,非普工业,1,7.116571195083104,0.008897573679273463,104,0.05792888395441872,False,2023-01-01,2024-12-31
黑色金属冶炼,非普工业,2,4.684018518611783,0.011407804339111483,103,0.07124057403608396,False,2023-01-01,2024-12-31
非金属矿物制品业,非普工业,2,1.813526223697734,0.1685080124628412,103,0.39361413598190387,False,2023-01-01,2024-12-31
化学制品制造业,非普工业,1,11.462977423019698,0.0010124147055911026,104,0.011915342304264515,True,2023-01-01,2024-12-31
纺织业,非普工业,2,8.17345471361916,0.0005212914372517696,103,0.007975758989952075,True,2023-01-01,2024-12-31
电子,非普工业,1,15.533046604727977,0.00014953963581298968,104,0.004688663962370221,True,2023-01-01,2024-12-31
石化,非普工业,1,12.087901696906464,0.000749747965422598,104,0.009974907713883261,True,2023-01-01,2024-12-31
合计,居民生活,2,0.7315260341684774,0.4837827840836961,103,0.6317225669999096,False,2023-01-01,2024-12-31
大工业电量,居民生活,2,0.6998687771850739,0.4991155036232571,103,0.6324192040772878,False,2023-01-01,2024-12-31
非普工业,居民生活,1,0.20096979320029185,0.6548994203181804,104,0.7208605130120979,False,2023-01-01,2024-12-31
商业用电,居民生活,2,1.3750580014997447,0.2576591210366772,103,0.48600218571116116,False,2023-01-01,2024-12-31
农业,居民生活,2,0.5783200351200508,0.5627420895943571,103,0.670035328466433,False,2023-01-01,2024-12-31
制造业,居民生活,2,0.6306605090287747,0.5343861878525403,103,0.6503437289019967,False,2023-01-01,2024-12-31
工业,居民生活,2,0.6289856233426963,0.5352705962947133,103,0.6503437289019967,False,2023-01-01,2024-12-31
交通仓储和邮政业,居民生活,2,0.6366006227748137,0.5312615676795905,103,0.6503437289019967,False,2023-01-01,2024-12-31
信息传输,居民生活,2,2.6059836550656583,0.07894142414143501,103,0.2355218039687648,False,2023-01-01,2024-12-31
批发和零售业,居民生活,2,1.1701538842192878,0.314616647237402,103,0.5461096091121957,False,2023-01-01,2024-12-31
住宿和餐饮业,居民生活,2,0.8468919820813035,0.4318587988436179,103,0.607910754935302,False,2023-01-01,2024-12-31
黑色金属冶炼,居民生活,2,1.046100826078957,0.35519418001012604,103,0.5733625097078815,False,2023-01-01,2024-12-31
非金属矿物制品业,居民生活,1,0.5299655739004189,0.4683057103064797,104,0.6257709491431562,False,2023-01-01,2024-12-31
化学制品制造业,居民生活,2,1.12749321507673,0.328008096875102,103,0.5504313467776841,False,2023-01-01,2024-12-31
纺织业,居民生活,2,0.5122273840335245,0.6007546992142155,103,0.6859363356699625,False,2023-01-01,2024-12-31
电子,居民生活,2,1.392614080110986,0.2532972218869194,103,0.48600218571116116,False,2023-01-01,2024-12-31
石化,居民生活,2,0.9685278205853077,0.38324522835814123,103,0.5850638575666518,False,2023-01-01,2024-12-31
合计,商业用电,3,1.4377998542174493,0.23665144890729672,102,0.4677045603064079,False,2023-01-01,2024-12-31
大工业电量,商业用电,1,0.6267385331635293,0.4304095119300618,104,0.607910754935302,False,2023-01-01,2024-12-31
非普工业,商业用电,2,1.154526263891357,0.3194562746113825,103,0.5461096091121957,False,2023-01-01,2024-12-31
居民生活,商业用电,4,0.5054166509523874,0.7318310186219008,101,0.785755409467725,False,2023-01-01,2024-12-31
农业,商业用电,3,1.0929931038231187,0.3560094014526062,102,0.5733625097078815,False,2023-01-01,2024-12-31
制造业,商业用电,1,0.7391964838921337,0.3919545451018419,104,0.5850638575666518,False,2023-01-01,2024-12-31
工业,商业用电,1,0.7194793119167958,0.39832051877901187,104,0.5888216364559306,False,2023-01-01,2024-12-31
交通仓储和邮政业,商业用电,1,0.6074824869153058,0.4375597793626814,104,0.607910754935302,False,2023-01-01,2024-12-31
信息传输,商业用电,4,1.0851921937005746,0.3685363947931297,101,0.5764504226287684,False,2023-01-01,2024-12-31
批发和零售业,商业用电,1,0.016166536912531553,0.899076297400506,104,0.9079780429193229,False,2023-01-01,2024-12-31
住宿和餐饮业,商业用电,4,0.7677397410864907,0.5489314664799125,101,0.6587177597758951,False,2023-01-01,2024-12-31
黑色金属冶炼,商业用电,1,0.24620154462322105,0.6208405844579413,104,0.6958872485132969,False,2023-01-01,2024-12-31
非金属矿物制品业,商业用电,2,0.949696249562319,0.3903895594922957,103,0.5850638575666518,False,2023-01-01,2024-12-31
化学制品制造业,商业用电,4,1.8540943055244536,0.1252367681659725,101,0.32476653439650494,False,2023-01-01,2024-12-31
纺织业,商业用电,1,0.8938729485199461,0.3466862919900079,104,0.5726900933487056,False,2023-01-01,2024-12-31
电子,商业用电,1,0.1621536740937151,0.6880324209659976,104,0.7492452698063888,False,2023-01-01,2024-12-31
石化,商业用电,4,1.444976718307729,0.22552685207229628,101,0.45402116272449117,False,2023-01-01,2024-12-31
合计,农业,1,0.5927481188335999,0.44315539093762213,104,0.607910754935302,False,2023-01-01,2024-12-31
大工业电量,农业,1,0.4639036263530321,0.497363877084924,104,0.6324192040772878,False,2023-01-01,2024-12-31
非普工业,农业,1,0.19719453794544856,0.657944899582273,104,0.721616986638622,False,2023-01-01,2024-12-31
居民生活,农业,2,0.619989260554158,0.5400466672954563,103,0.6531789730925281,False,2023-01-01,2024-12-31
商业用电,农业,3,0.15435634924662012,0.9266478016224386,102,0.929685991135955,False,2023-01-01,2024-12-31
制造业,农业,1,0.3266049214025035,0.5689347210819904,104,0.6721338073809519,False,2023-01-01,2024-12-31
工业,农业,1,0.4117300122936442,0.522546304246678,104,0.6503437289019967,False,2023-01-01,2024-12-31
交通仓储和邮政业,农业,2,0.10740492115996898,0.8982674913595494,103,0.9079780429193229,False,2023-01-01,2024-12-31
信息传输,农业,1,0.74407972694207,0.39040071525630526,104,0.5850638575666518,False,2023-01-01,2024-12-31
批发和零售业,农业,3,0.2360324473728395,0.8710459401801175,102,0.885515141844239,False,2023-01-01,2024-12-31
住宿和餐饮业,农业,2,0.18977280585689216,0.8274502742950413,103,0.8525245250312546,False,2023-01-01,2024-12-31
黑色金属冶炼,农业,1,0.2163807486655039,0.6428129350892173,104,0.710111040206861,False,2023-01-01,2024-12-31
非金属矿物制品业,农业,1,0.3899003096900462,0.5337597855261631,104,0.6503437289019967,False,2023-01-01,2024-12-31
化学制品制造业,农业,4,2.549671129232964,0.044381699886711035,101,0.16362409837751296,False,2023-01-01,2024-12-31
纺织业,农业,1,0.28126119385933157,0.5970398636515779,104,0.6859363356699625,False,2023-01-01,2024-12-31
电子,农业,1,0.1259805867521628,0.7233765483874409,104,0.7794127598822427,False,2023-01-01,2024-12-31
石化,农业,4,1.9468669710663118,0.10928079348061448,101,0.29333265618480725,False,2023-01-01,2024-12-31
合计,制造业,1,3.7054023175050026,0.05704998193955946,104,0.19837834628983175,False,2023-01-01,2024-12-31
大工业电量,制造业,1,4.80632744825973,0.030651540118232123,104,0.133991018231129,False,2023-01-01,2024-12-31
非普工业,制造业,2,2.2884055453976,0.10682360328923779,103,0.29185734470095326,False,2023-01-01,2024-12-31
居民生活,制造业,1,2.246924886126613,0.13699943587020091,104,0.34934856146901233,False,2023-01-01,2024-12-31
商业用电,制造业,1,3.1820868732584566,0.07745281480317967,104,0.2355218039687648,False,2023-01-01,2024-12-31
农业,制造业,1,5.11230262137441,0.025901246660183896,104,0.1200875981517617,False,2023-01-01,2024-12-31
工业,制造业,1,3.2036167745216666,0.0764723148262858,104,0.2355218039687648,False,2023-01-01,2024-12-31
交通仓储和邮政业,制造业,1,5.452624788338221,0.021517014683369418,104,0.1096004290391213,False,2023-01-01,2024-12-31
信息传输,制造业,1,6.997823564605265,0.009465476697621322,104,0.060342413947335936,False,2023-01-01,2024-12-31
批发和零售业,制造业,1,2.767292393070123,0.09930876337540684,104,0.275651669351976,False,2023-01-01,2024-12-31
住宿和餐饮业,制造业,3,2.867403720979861,0.04060962382660682,102,0.1553318111367711,False,2023-01-01,2024-12-31
黑色金属冶炼,制造业,2,3.5898292231109057,0.031291159488289755,103,0.13486049018896712,False,2023-01-01,2024-12-31
非金属矿物制品业,制造业,2,1.5842889980338084,0.21030087046657753,103,0.4321129074481295,False,2023-01-01,2024-12-31
化学制品制造业,制造业,1,5.8826410508879325,0.017065747169158207,104,0.09324481043151497,False,2023-01-01,2024-12-31
纺织业,制造业,1,15.08309026031127,0.00018386917499491062,104,0.004688663962370221,True,2023-01-01,2024-12-31
电子,制造业,1,20.52231335969965,1.6190858829867594e-05,104,0.002477201400969742,True,2023-01-01,2024-12-31
石化,制造业,1,6.355429148956913,0.013266643431674052,104,0.07954111788967325,False,2023-01-01,2024-12-31
合计,工业,1,2.8486051880764345,0.09453907366289227,104,0.27036407982098165,False,2023-01-01,2024-12-31
大工业电量,工业,1,4.071656068209074,0.04626061794187153,104,0.168520822502532,False,2023-01-01,2024-12-31
非普工业,工业,2,2.2021022774026457,0.11601284437055592,103,0.3073488753772964,False,2023-01-01,2024-12-31
居民生活,工业,1,1.7287973295824888,0.1915422187644178,104,0.424724050303709,False,2023-01-01,2024-12-31
商业用电,工业,1,2.5063967685321002,0.1165113383783215,104,0.3073488753772964,False,2023-01-01,2024-12-31
农业,工业,1,4.343663729460117,0.03967036151878134,104,0.15365988132591252,False,2023-01-01,2024-12-31
制造业,工业,1,3.1301730154779643,0.07987399778539106,104,0.2355218039687648,False,2023-01-01,2024-12-31
交通仓储和邮政业,工业,1,4.708730157922225,0.032354326826322555,104,0.13750588901187086,False,2023-01-01,2024-12-31
信息传输,工业,1,6.000884985559013,0.016019543102714473,104,0.09199116634110319,False,2023-01-01,2024-12-31
批发和零售业,工业,1,2.098860910905558,0.15050651797113324,104,0.36797602618162534,False,2023-01-01,2024-12-31
住宿和餐饮业,工业,3,2.4007264066810023,0.07258986733788486,102,0.2300644572738659,False,2023-01-01,2024-12-31
黑色金属冶炼,工业,2,2.861520612183892,0.061971334373385756,103,0.20390568084146282,False,2023-01-01,2024-12-31
非金属矿物制品业,工业,2,1.6055927759385615,0.20600635504436393,103,0.4321129074481295,False,2023-01-01,2024-12-31
化学制品制造业,工业,1,5.04430663289814,0.02688508574906634,104,0.12278860058528807,False,2023-01-01,2024-12-31
纺织业,工业,1,12.109565116267248,0.000742016896796982,104,0.009974907713883261,True,2023-01-01,2024-12-31
电子,工业,1,17.81020409748291,5.3406600561745066e-05,104,0.004293110830122626,True,2023-01-01,2024-12-31
石化,工业,1,5.4518694037153645,0.021525829413817643,104,0.1096004290391213,False,2023-01-01,2024-12-31
合计,交通仓储和邮政业,1,2.0728904994326554,0.15302947834284153,104,0.3687166958496812,False,2023-01-01,2024-12-31
大工业电量,交通仓储和邮政业,1,1.3697710655046624,0.24460538564677015,104,0.47372941777159283,False,2023-01-01,2024-12-31
非普工业,交通仓储和邮政业,1,0.6733361270817495,0.4138233831669299,104,0.5945068321553078,False,2023-01-01,2024-12-31
居民生活,交通仓储和邮政业,1,0.2573947750570296,0.6130216730176385,104,0.6896493821448434,False,2023-01-01,2024-12-31
商业用电,交通仓储和邮政业,1,0.987784513726891,0.32265961047651504,104,0.5485213378100755,False,2023-01-01,2024-12-31
农业,交通仓储和邮政业,1,0.5935964400569417,0.4428302253982944,104,0.607910754935302,False,2023-01-01,2024-12-31
制造业,交通仓储和邮政业,1,1.164054847194183,0.28319608328920465,104,0.5133853479192022,False,2023-01-01,2024-12-31
工业,交通仓储和邮政业,1,1.2805754228983972,0.26047175966219094,104,0.48600218571116116,False,2023-01-01,2024-12-31
信息传输,交通仓储和邮政业,1,2.3666084951070676,0.12708319183248873,104,0.3267853504263996,False,2023-01-01,2024-12-31
批发和零售业,交通仓储和邮政业,1,0.8030576416527864,0.37231166348829303,104,0.5783115179056735,False,2023-01-01,2024-12-31
住宿和餐饮业,交通仓储和邮政业,1,0.6548930901843247,0.4202710257529405,104,0.6009482891607467,False,2023-01-01,2024-12-31
黑色金属冶炼,交通仓储和邮政业,1,0.5362823160809361,0.4656735532034736,104,0.6257709491431562,False,2023-01-01,2024-12-31
非金属矿物制品业,交通仓储和邮政业,1,0.4884630745666174,0.4862199886357139,104,0.6317225669999096,False,2023-01-01,2024-12-31
化学制品制造业,交通仓储和邮政业,4,1.348294612500849,0.25811951951169276,101,0.48600218571116116,False,2023-01-01,2024-12-31
纺织业,交通仓储和邮政业,1,0.9493747063106318,0.3322063860357315,104,0.5524736637333361,False,2023-01-01,2024-12-31
电子,交通仓储和邮政业,1,1.2677258405306353,0.26286203064289404,104,0.4874895841013671,False,2023-01-01,2024-12-31
石化,交通仓储和邮政业,4,0.845125094674917,0.5001625313964939,101,0.6324192040772878,False,2023-01-01,2024-12-31
合计,信息传输,2,0.5319168403433066,0.5891641341729557,103,0.6803178304034885,False,2023-01-01,2024-12-31
大工业电量,信息传输,1,0.10364958431734189,0.7481585747305352,104,0.7949184856511936,False,2023-01-01,2024-12-31
非普工业,信息传输,1,0.056430264657634094,0.812710916852862,104,0.8457085263664246,False,2023-01-01,2024-12-31
居民生活,信息传输,4,0.9455053426776383,0.4414298098199718,101,0.607910754935302,False,2023-01-01,2024-12-31
商业用电,信息传输,2,0.34714878498425394,0.7075656620233131,103,0.7650709985128403,False,2023-01-01,2024-12-31
农业,信息传输,3,0.9780455373332719,0.40653065133613175,102,0.5923732348040777,False,2023-01-01,2024-12-31
制造业,信息传输,1,0.05484756112749738,0.8153072394708996,104,0.8457085263664246,False,2023-01-01,2024-12-31
工业,信息传输,1,0.0950473966103855,0.7584908556867062,104,0.8031079648447477,False,2023-01-01,2024-12-31
交通仓储和邮政业,信息传输,1,0.037383964274736795,0.847073690784935,104,0.8640151646006337,False,2023-01-01,2024-12-31
批发和零售业,信息传输,2,0.2277027964914318,0.7967810442247323,103,0.8378522320713679,False,2023-01-01,2024-12-31
住宿和餐饮业,信息传输,4,0.8493325071117134,0.4975960881986673,101,0.6324192040772878,False,2023-01-01,2024-12-31
黑色金属冶炼,信息传输,1,0.05246182531625977,0.8192967371927422,104,0.8469756810168213,False,2023-01-01,2024-12-31
非金属矿物制品业,信息传输,1,0.1465931356941209,0.7026171760640745,104,0.7624143825376127,False,2023-01-01,2024-12-31
化学制品制造业,信息传输,4,2.5978211371592224,0.041266692286356155,101,0.15589639308178993,False,2023-01-01,2024-12-31
纺织业,信息传输,1,0.06460089444947267,0.7998832303494892,104,0.8382337961881633,False,2023-01-01,2024-12-31
电子,信息传输,1,0.005581028309416986,0.94059617671583,104,0.9405961767158298,False,2023-01-01,2024-12-31
石化,信息传输,4,1.947832677433314,0.10912539268702826,101,0.29333265618480725,False,2023-01-01,2024-12-31
合计,批发和零售业,1,1.5804863633460104,0.2115900350196127,104,0.4321129074481295,False,2023-01-01,2024-12-31
大工业电量,批发和零售业,1,1.4155445909229276,0.23692743180389775,104,0.4677045603064079,False,2023-01-01,2024-12-31
非普工业,批发和零售业,2,1.661267424548001,0.19520073188475107,103,0.42972247450887646,False,2023-01-01,2024-12-31
居民生活,批发和零售业,4,0.3628834116815851,0.8344495294268537,101,0.8559883823944735,False,2023-01-01,2024-12-31
商业用电,批发和零售业,1,0.0428594551050757,0.8364069488102862,104,0.8559883823944735,False,2023-01-01,2024-12-31
农业,批发和零售业,3,1.021333224653363,0.386811263651647,102,0.5850638575666518,False,2023-01-01,2024-12-31
制造业,批发和零售业,1,1.593663316357936,0.2097106351551229,104,0.4321129074481295,False,2023-01-01,2024-12-31
工业,批发和零售业,1,1.5788833004284937,0.21182005267065174,104,0.4321129074481295,False,2023-01-01,2024-12-31
交通仓储和邮政业,批发和零售业,1,1.2448022324301775,0.2671950674285848,104,0.49254030501895746,False,2023-01-01,2024-12-31
信息传输,批发和零售业,4,0.8417704239948283,0.5022152502966697,101,0.6324192040772878,False,2023-01-01,2024-12-31
住宿和餐饮业,批发和零售业,4,0.4376269491359878,0.7811092364897829,101,0.8242049185030124,False,2023-01-01,2024-12-31
黑色金属冶炼,批发和零售业,1,0.7077126609057424,0.40219156614418694,104,0.5888546375125416,False,2023-01-01,2024-12-31
非金属矿物制品业,批发和零售业,2,1.2646955592747058,0.28689181207249537,103,0.5133853479192022,False,2023-01-01,2024-12-31
化学制品制造业,批发和零售业,4,1.6174563196135976,0.1765127445201624,101,0.4069695432573408,False,2023-01-01,2024-12-31
纺织业,批发和零售业,1,1.8493628475205106,0.17688545507590303,104,0.4069695432573408,False,2023-01-01,2024-12-31
电子,批发和零售业,1,0.48624117229854685,0.487210868666597,104,0.6317225669999096,False,2023-01-01,2024-12-31
石化,批发和零售业,4,1.2603704471023836,0.2913203114080789,101,0.5165711314928858,False,2023-01-01,2024-12-31
合计,住宿和餐饮业,1,1.1615533605709372,0.28371100021602924,104,0.5133853479192022,False,2023-01-01,2024-12-31
大工业电量,住宿和餐饮业,1,0.3108907817807046,0.5783677861304812,104,0.6726350615037816,False,2023-01-01,2024-12-31
非普工业,住宿和餐饮业,1,0.36697069039168023,0.5460191001860228,104,0.6578025380193818,False,2023-01-01,2024-12-31
居民生活,住宿和餐饮业,1,1.675675783660254,0.19845180263925621,104,0.4321129074481295,False,2023-01-01,2024-12-31
商业用电,住宿和餐饮业,3,1.258800506545636,0.2930163135727183,102,0.5165711314928858,False,2023-01-01,2024-12-31
农业,住宿和餐饮业,3,0.4205078774973359,0.738704915265948,102,0.7903626016481821,False,2023-01-01,2024-12-31
制造业,住宿和餐饮业,1,0.315263384878298,0.5757119451515377,104,0.6723963939556127,False,2023-01-01,2024-12-31
工业,住宿和餐饮业,1,0.33087162246920104,0.5664255473232449,104,0.6718070444996626,False,2023-01-01,2024-12-31
交通仓储和邮政业,住宿和餐饮业,1,0.01439201290089147,0.9047478288772309,104,0.9107001172251074,False,2023-01-01,2024-12-31
信息传输,住宿和餐饮业,4,2.3441002332222247,0.06048984266471091,101,0.20304998997673093,False,2023-01-01,2024-12-31
批发和零售业,住宿和餐饮业,1,0.3506026679185734,0.5550953817222978,104,0.6635124484649341,False,2023-01-01,2024-12-31
黑色金属冶炼,住宿和餐饮业,3,0.627595186520949,0.5989388756084884,102,0.6859363356699625,False,2023-01-01,2024-12-31
非金属矿物制品业,住宿和餐饮业,1,0.17881215403435916,0.6732950171720817,104,0.7358152687666322,False,2023-01-01,2024-12-31
化学制品制造业,住宿和餐饮业,4,1.4933803363671234,0.21064657004567233,101,0.4321129074481295,False,2023-01-01,2024-12-31
纺织业,住宿和餐饮业,1,0.21691034605328025,0.6424070087253896,104,0.710111040206861,False,2023-01-01,2024-12-31
电子,住宿和餐饮业,1,0.40687583062347527,0.5250030127995347,104,0.6503437289019967,False,2023-01-01,2024-12-31
石化,住宿和餐饮业,4,1.1931699350852418,0.3191398842277624,101,0.5461096091121957,False,2023-01-01,2024-12-31
合计,黑色金属冶炼,1,3.941275165045275,0.04982649195558875,104,0.177289610911746,False,2023-01-01,2024-12-31
大工业电量,黑色金属冶炼,1,1.304448223144578,0.256102714918375,104,0.48600218571116116,False,2023-01-01,2024-12-31
非普工业,黑色金属冶炼,2,0.8591527782730364,0.426685699476253,103,0.6072829025103881,False,2023-01-01,2024-12-31
居民生活,黑色金属冶炼,1,3.1691640372102805,0.07804792561539964,104,0.2355218039687648,False,2023-01-01,2024-12-31
商业用电,黑色金属冶炼,1,3.777424208984832,0.054731669992533316,104,0.19250449445649648,False,2023-01-01,2024-12-31
农业,黑色金属冶炼,1,5.424443895064847,0.02184845154047843,104,0.1096004290391213,False,2023-01-01,2024-12-31
制造业,黑色金属冶炼,1,0.5049745016102662,0.47896020616510415,104,0.6317225669999096,False,2023-01-01,2024-12-31
工业,黑色金属冶炼,1,0.8886022300777366,0.3481057430158798,104,0.5726900933487056,False,2023-01-01,2024-12-31
交通仓储和邮政业,黑色金属冶炼,1,4.896997726769297,0.029154554366400798,104,0.1311954946488036,False,2023-01-01,2024-12-31
信息传输,黑色金属冶炼,1,5.358570115777679,0.022644345242423425,104,0.11176080071260594,False,2023-01-01,2024-12-31
批发和零售业,黑色金属冶炼,1,3.5883237324367134,0.06104770940476878,104,0.20304998997673093,False,2023-01-01,2024-12-31
住宿和餐饮业,黑色金属冶炼,1,2.857766236529075,0.0940177647920567,104,0.27036407982098165,False,2023-01-01,2024-12-31
非金属矿物制品业,黑色金属冶炼,3,0.798352155809019,0.4977931511949124,102,0.6324192040772878,False,2023-01-01,2024-12-31
化学制品制造业,黑色金属冶炼,1,5.1817961816490765,0.024934934367025985,104,0.11738599871246079,False,2023-01-01,2024-12-31
纺织业,黑色金属冶炼,3,0.6177466968857289,0.6051922133138687,102,0.6864306073575225,False,2023-01-01,2024-12-31
电子,黑色金属冶炼,1,4.608738355911284,0.03420337392049677,104,0.14143557323881098,False,2023-01-01,2024-12-31
石化,黑色金属冶炼,1,5.196563176232847,0.024734544495873645,104,0.11738599871246079,False,2023-01-01,2024-12-31
合计,非金属矿物制品业,1,10.968589550033329,0.0012864228846725112,104,0.012747397668424011,True,2023-01-01,2024-12-31
大工业电量,非金属矿物制品业,1,5.849771040657847,0.017369131354890044,104,0.09324481043151497,False,2023-01-01,2024-12-31
非普工业,非金属矿物制品业,4,1.1209908699110347,0.351501760582256,101,0.5733625097078815,False,2023-01-01,2024-12-31
居民生活,非金属矿物制品业,1,11.032465398766599,0.0012470995134876706,104,0.012747397668424011,True,2023-01-01,2024-12-31
商业用电,非金属矿物制品业,1,11.756150282762164,0.0008790636629428805,104,0.010759739234420857,True,2023-01-01,2024-12-31
农业,非金属矿物制品业,1,15.428384937803742,0.00015688827109328063,104,0.004688663962370221,True,2023-01-01,2024-12-31
制造业,非金属矿物制品业,1,3.1265375129949446,0.08004662618546254,104,0.2355218039687648,False,2023-01-01,2024-12-31
工业,非金属矿物制品业,1,4.439759373700867,0.03758804168964658,104,0.1498687025565003,False,2023-01-01,2024-12-31
交通仓储和邮政业,非金属矿物制品业,1,16.222311334706227,0.00010919027899347622,104,0.004688663962370221,True,2023-01-01,2024-12-31
信息传输,非金属矿物制品业,1,17.699298348405232,5.611909581859642e-05,104,0.004293110830122626,True,2023-01-01,2024-12-31
批发和零售业,非金属矿物制品业,1,11.24630284447167,0.00112423538612616,104,0.012480255128802338,True,2023-01-01,2024-12-31
住宿和餐饮业,非金属矿物制品业,1,8.301029902216039,0.004839711825504911,104,0.0321946047522718,True,2023-01-01,2024-12-31
黑色金属冶炼,非金属矿物制品业,2,9.285347111965377,0.00020286071330710698,103,0.00477502909784421,True,2023-01-01,2024-12-31
化学制品制造业,非金属矿物制品业,1,14.561141553574812,0.0002340074091047306,104,0.005114733370431969,True,2023-01-01,2024-12-31
纺织业,非金属矿物制品业,2,5.720165494609771,0.004470799712067319,103,0.03040143804205777,True,2023-01-01,2024-12-31
电子,非金属矿物制品业,1,15.895861123360703,0.00012668677838700848,104,0.004688663962370221,True,2023-01-01,2024-12-31
石化,非金属矿物制品业,1,16.298848962746238,0.00010545948081042145,104,0.004688663962370221,True,2023-01-01,2024-12-31
合计,化学制品制造业,3,1.5090847751704104,0.21717832177177698,102,0.4401097116699587,False,2023-01-01,2024-12-31
大工业电量,化学制品制造业,1,0.8478543122567413,0.3593541787698893,104,0.5752494794005002,False,2023-01-01,2024-12-31
非普工业,化学制品制造业,2,1.1634292435902114,0.3166899254713782,103,0.5461096091121957,False,2023-01-01,2024-12-31
居民生活,化学制品制造业,2,0.5039875188273258,0.605674065315461,103,0.6864306073575225,False,2023-01-01,2024-12-31
商业用电,化学制品制造业,2,0.6404821515833476,0.5292298819648424,103,0.6503437289019967,False,2023-01-01,2024-12-31
农业,化学制品制造业,4,1.3088443942876922,0.2725806606545348,101,0.4994591746125009,False,2023-01-01,2024-12-31
制造业,化学制品制造业,2,0.9370743258207014,0.39525400868316707,103,0.5871248866847044,False,2023-01-01,2024-12-31
工业,化学制品制造业,3,1.0273500388969334,0.3841375566081745,102,0.5850638575666518,False,2023-01-01,2024-12-31
交通仓储和邮政业,化学制品制造业,4,0.4046942133326803,0.8048284903711178,101,0.8405376042783688,False,2023-01-01,2024-12-31
信息传输,化学制品制造业,3,1.6246608468384292,0.18880387473204374,102,0.42170792458398093,False,2023-01-01,2024-12-31
批发和零售业,化学制品制造业,1,0.38644022002754747,0.5355771885075267,104,0.6503437289019967,False,2023-01-01,2024-12-31
住宿和餐饮业,化学制品制造业,1,0.22924882899237822,0.633116304671762,104,0.7070568949983912,False,2023-01-01,2024-12-31
黑色金属冶炼,化学制品制造业,3,0.7953371221298763,0.49945699206038785,102,0.6324192040772878,False,2023-01-01,2024-12-31
非金属矿物制品业,化学制品制造业,3,1.662341052695651,0.18034568524014793,102,0.40878355321100196,False,2023-01-01,2024-12-31
纺织业,化学制品制造业,2,1.134872430491755,0.3256507819610198,103,0.5504313467776841,False,2023-01-01,2024-12-31
电子,化学制品制造业,3,0.8562930971251709,0.4666763975109963,102,0.6257709491431562,False,2023-01-01,2024-12-31
石化,化学制品制造业,1,1.4343621384057583,0.23385699925348813,104,0.4677045603064079,False,2023-01-01,2024-12-31
合计,纺织业,1,10.407764556815748,0.001691672971290581,104,0.015225056741615228,True,2023-01-01,2024-12-31
大工业电量,纺织业,1,12.975366038744246,0.0004915708703068233,104,0.007975758989952075,True,2023-01-01,2024-12-31
非普工业,纺织业,1,5.865265575819456,0.017225420666449942,104,0.09324481043151497,False,2023-01-01,2024-12-31
居民生活,纺织业,1,5.7666247571151255,0.018162099023046552,104,0.09582072932848698,False,2023-01-01,2024-12-31
商业用电,纺织业,1,8.65287839821738,0.004049679273754436,104,0.02881864785508971,True,2023-01-01,2024-12-31
农业,纺织业,1,10.005305119516576,0.002062049542168487,104,0.01752742110843214,True,2023-01-01,2024-12-31
制造业,纺织业,1,14.020667437375277,0.0003008664184380727,104,0.005588074528232623,True,2023-01-01,2024-12-31
工业,纺织业,1,12.888850239111642,0.0005121092456400467,104,0.007975758989952075,True,2023-01-01,2024-12-31
交通仓储和邮政业,纺织业,1,10.64875731165117,0.0015034397895098417,104,0.014376642987187861,True,2023-01-01,2024-12-31
信息传输,纺织业,1,11.974051450808497,0.0007917621479817116,104,0.010094967386766823,True,2023-01-01,2024-12-31
批发和零售业,纺织业,1,8.994569110320962,0.0034097618660142714,104,0.02544846660976505,True,2023-01-01,2024-12-31
住宿和餐饮业,纺织业,4,3.381074802957268,0.012548489463764967,101,0.0767967555182416,False,2023-01-01,2024-12-31
黑色金属冶炼,纺织业,2,4.298888499878362,0.01623373523666527,103,0.09199116634110319,False,2023-01-01,2024-12-31
非金属矿物制品业,纺织业,1,2.008639950175496,0.15948294206617075,104,0.37964209778218616,False,2023-01-01,2024-12-31
化学制品制造业,纺织业,1,10.558247971281812,0.0015714640375091848,104,0.014571757438721532,True,2023-01-01,2024-12-31
电子,纺织业,1,26.219783328543514,1.461896776522309e-06,104,0.00044734041361582655,True,2023-01-01,2024-12-31
石化,纺织业,1,10.960643814264131,0.0012914030317684455,104,0.012747397668424011,True,2023-01-01,2024-12-31
