group,target,horizon,model,mae,rmse,mape,smape,n
key_variable,合计,27,direct_own_weather_holiday,50420091.71004446,58216550.6772524,0.05951345732912836,0.061841569279891394,101
key_variable,合计,28,direct_own_weather_holiday,50708892.345214635,58594909.61830609,0.059855056335188325,0.06221370952896231,101
key_variable,合计,29,direct_own_weather_holiday,51172790.220989555,59042569.959115155,0.06042326750489223,0.06281605195483052,101
key_variable,合计,30,direct_own_weather_holiday,51435261.95220069,59176911.353332445,0.060764501502519844,0.06316867230023109,101
key_variable,商业用电,1,direct_context_weather_holiday,1725265.8780649127,2168056.610422878,0.021335181567933726,0.021223679694429353,101
key_variable,商业用电,2,direct_context_weather_holiday,1880007.7350481425,2489552.396632885,0.0232747525003069,0.023131954664326933,101
key_variable,商业用电,3,direct_context_weather_holiday,2100839.3383957986,2736602.2385935993,0.02586407791019648,0.025644681249510377,101
key_variable,商业用电,4,direct_context_weather_holiday,2305072.563282585,2906948.4529704773,0.028010873354150635,0.027713525512692544,101
key_variable,商业用电,5,direct_context_weather_holiday,2478841.4283267716,3184007.1745228404,0.02979647932068333,0.029405114588625596,101
key_variable,商业用电,6,direct_context_weather_holiday,2668383.253009827,3423778.296606751,0.03188307879445997,0.031431957420186694,101
key_variable,商业用电,7,direct_context_weather_holiday,2857808.149553853,3626626.119053218,0.03466162113966737,0.034064076554933924,101
key_variable,商业用电,8,direct_context_weather_holiday,2994799.3543537254,3793063.639559573,0.036456528564097056,0.035795274355839825,101
key_variable,商业用电,9,direct_context_weather_holiday,3124727.0966531164,3931779.892530817,0.03781931041082814,0.037201832500205215,101
key_variable,商业用电,10,direct_context_weather_holiday,3172160.594405155,3973280.928373315,0.03831435880826649,0.03769243074844143,101
key_variable,商业用电,11,direct_context_weather_holiday,3230384.3323743036,4054103.521514114,0.03885668355934568,0.03823342263993286,101
key_variable,商业用电,12,direct_context_weather_holiday,3235691.3178904713,4027619.06944648,0.03874515239674318,0.03815802329289871,101
key_variable,商业用电,13,direct_context_weather_holiday,3210181.188028278,3967131.85606661,0.03841849162590634,0.03785196715300601,101
key_variable,商业用电,14,direct_context_weather_holiday,3394251.1271659858,4096958.457884508,0.04103884546323389,0.04030855037471664,101
key_variable,商业用电,15,direct_context_weather_holiday,3633311.3094128,4382420.886270958,0.04403032111711795,0.04313153284372234,101
key_variable,商业用电,16,direct_context_weather_holiday,3668263.643728397,4462766.885618551,0.044131595007331874,0.04325915121632035,101
