holiday_name,mae,rmse,mape,smape,n
元旦,24316795.951932546,30765559.941533316,0.031529021096811966,0.03215170996483586,90
国庆中秋,57516526.168506585,72972890.62614705,0.0599083278151834,0.06277573190842782,240
