target,rmse_gain_pct
工业,6.216634476060124
制造业,5.368937464781598
非金属矿物制品业,1.1844100037490923
纺织业,0.6086270553850914
电子,-0.04687266821663538
大工业电量,-1.0552892647740952
商业用电,-3.9455630879844383
合计,-9.95390429959695
