target,model,nominal_coverage,empirical_test_coverage,q05_residual,q50_residual,q95_residual,mae,rmse,mape,smape,n
合计,ridge_with_selected_category_lags,0.9,0.8514851485148515,-35574988.1002815,1719889.9517053366,29693125.059355777,15420463.200040817,23689357.175650187,0.01840958838108025,0.018297484173583487,101
