city,weight_2023_2025_power_share
福州,0.21830545116263275
厦门,0.13458540341173067
莆田,0.05220898128050039
泉州,0.2125455279283052
漳州,0.11441076819933227
龙岩,0.049783522959421636
三明,0.05392465509647943
南平,0.047817143398134865
宁德,0.1164185465634628
