is_rest_day,mae,rmse,mape,smape,n
0,26563581.187463008,32691641.15822089,0.03177747073374351,0.03169067533866517,2010
1,33116288.170354117,45236562.94036873,0.038329523918645615,0.038882542619637105,1020
